gene	13-IC	13-N	16-M	16-N	1-IC	1-N	1-IF	20-IC	20-M	20-IF	22-IC	22-N	22-IF	23-N	26-M	26-IF	28-M	28-N	2-IC	44-IC	44-M	44-N	44-IF	47-IC	47-N	47-IF	54-IC	54-N	54-IF	56-IC	56-M	56-N	56-IF	58-IC	58-N	58-IF	59-IC	59-N	59-IF	61-IC	61-IF	63-IC	63-N	63-IF	64-IC	64-M-2	64-M	64-N	64-IF	65-IC	65-N	65-IF	69-M	69-N	69-IF	6-IC	6-N	6-IF
ENSG00000170502	2.620586	2.722466	2.85997	2.392317	3.412782	2.361768	3.179511	2.673556	2.147307	2.620586	2.223423	2.269033	2.887525	2.541019	2.673556	2.516015	2.65306	2.503349	3.276497	2.678072	2.538538	2.477677	2.931683	3.148934	2.87578	3.247928	2.865919	2.82171	2.192194	3.148934	2.729009	2.746313	2.682573	2.763412	2.831877	2.95977	3.263034	2.93546	3.277985	2.533563	2.711495	3.072106	3.127633	3.212569	3.107688	2.996389	3.389567	2.981853	3.061776	2.65764	3.350497	2.733354	2.82985	2.295723	2.584963	2.666757	2.127633	2.007196
ENSG00000143543	4.250962	4.219556	3.629939	4.44427	3.857981	3.211012	3.986411	4.167519	4.017922	4.050502	3.356144	3.674687	4.034744	4.337711	4.397803	3.784504	4.14323	4.836429	3.83996	4.120186	4.321928	4.099295	3.82273	4.371559	3.868884	3.740928	4.106851	3.693766	3.430285	4.125155	4.06264	4.036503	4.475733	3.658783	3.571677	4.087463	4.610582	4.546586	4.926948	4.415488	4.42156	4.305971	4.025029	4.31687	3.952334	4.177121	4.095924	4.406673	4.132577	4.38819	3.826803	4.344118	3.800123	4.255501	4.152995	4.321207	4.240314	4.343408
ENSG00000163947	4.169925	4.15866	3.407353	3.38405	3.729009	3.255501	3.489286	3.471187	3.587365	3.477677	2.443607	3.716991	3.693766	4.159468	4.058316	3.085765	3.512227	3.979111	3.275007	3.99458	3.340562	3.978196	4.074677	3.31034	4.076388	3.301588	4.151372	4.217231	4.012569	3.190615	3.870858	3.930737	3.647315	4.092546	3.785551	3.945795	3.548437	4.792855	3.722466	4.226509	3.9855	2.613532	4.338424	2.620586	4.704872	4.399171	4.596339	4.430954	4.289097	4.321928	4.225738	3.963474	3.382667	4.371559	4.244887	2.594549	4.308157	2.922198
ENSG00000163520	3.189034	3.576522	4.14323	3.443607	4.465322	4.040892	3.642702	3.152183	2.847997	3.764474	2.709291	1.811471	3.952334	3.761285	4.125155	2.972693	3.272023	3.192194	2.929791	4.715893	5.1918	3.161888	4.450221	2.759156	1.709291	0.831877	1.914565	3.288359	1.584963	4.152183	3.070389	3.321928	4.626439	1.316146	4.122673	0.963474	4.91265	4.015248	4.046142	3.78031	3.060047	2.702658	3.30305	3.505891	1.536053	4.108524	1.903038	4.514753	2.207893	1.344828	3.390943	2.405992	2.513491	3.589763	1.541019	4.029453	3.596935	3.641546
ENSG00000177954	5.383704	5.454505	5.304146	5.028569	4.717539	4.563158	4.990501	4.816088	4.984589	4.358959	5.181898	5.620586	5.295723	5.930028	6.541794	6.009885	5.407693	5.522621	4.405992	4.719731	5.776367	5.357552	5.231509	6.249066	6.076174	5.253233	5.530445	6.043957	4.923625	5.823495	6.086826	5.663629	5.623223	5.583158	5.298292	5.260778	5.560409	6.116032	5.497293	6.198887	6.048759	5.749266	6.189232	5.32625	5.510646	5.795715	5.365623	5.800123	5.8107	5.584963	6.013016	5.516961	5.370513	5.78999	5.552746	4.533563	5.589763	4.61471
ENSG00000147457	3.50716	2.981853	3.508429	3.168321	3.867896	2.908813	3.385431	3.187451	4.060047	3.203201	2.31904	2.713696	3.134221	3.238787	4.318317	2.482848	3.559492	3.305971	3.269033	3.596935	3.592158	3.419539	3.680324	3.218781	2.996389	2.803227	4.080658	3.283922	3.075533	3.528571	2.735522	2.784504	3.874797	3.836934	3.243364	3.874797	4.156235	3.1127	4.139961	3.357552	3.404631	2.739848	3.15056	2.744161	2.722466	3.57289	2.963474	3.258519	3.02148	3.550901	2.70044	3.639232	2.513491	3.176323	2.763412	2.908813	3.341986	3.049631
ENSG00000110801	3.838952	2.298658	3.561937	2.639232	2.794936	2.211012	3.109361	3.428946	2.669027	3.291309	2.702658	2.983678	3.130931	2.582556	3.174726	2.137504	3.019702	2.505891	3.377124	3.565597	2.541019	2.857981	3.555816	2.972693	2.250962	2.805292	3.114367	2.414136	2.247928	3.377124	3.502076	2.438293	2.765535	4.050502	2.629939	3.865919	4.177121	3.307429	3.548437	3.574102	3.604071	3.235727	3.161888	3.01078	3.711495	3.488001	3.155425	2.845992	3.269033	3.250962	2.9855	3.564378	3.885574	2.531069	3.537296	2.587365	2.485427	1.827819
ENSG00000126246	1.786596	1.765535	2.192194	1.144046	2.577731	1.726831	2.671293	2.134221	3.311794	2.341986	1.182692	2.277985	2.204767	1.807355	3.528571	0.632268	3.07382	1	1.41684	2.873813	2.400538	0.757023	2.990955	0.823749	0.378512	0.214125	1.941106	1.257011	1.521051	2.754888	2.414136	1.967169	3.375735	1.316146	1.636915	2.107688	2.090853	1.31034	2.24184	2.482848	2.392317	1.189034	1.599318	1.618239	2.550901	3.116032	2.235727	2.925999	2.232661	1.575312	1.448901	2.347666	1.659925	1.378512	1.070389	1.280956	2.244887	1.691534
ENSG00000169660	2.223423	2.965323	2.754888	2.744161	3.152183	2.003602	2.879706	2.397803	3.228049	2.137504	1.922198	2.244887	2.916477	2.987321	3.422233	2.124328	2.521051	2.823749	2.163499	3.174726	2.563158	2.378512	3.003602	2.06695	1.604071	1.361768	2.094236	2.283922	2	2.620586	3.012569	2.62527	3.01614	3.01078	2.744161	2.82985	2.841973	3.054848	2.560715	3.028569	2.618239	2.111031	2.847997	2.560715	2.570463	3.371559	3.054848	2.811471	2.863938	2.485427	2.908813	2.715893	2.292782	2.226509	2.238787	2.403268	2.82985	2.847997
ENSG00000125870	3.795975	3.432959	3.735522	2.632268	3.481557	2.627607	3.837943	4.758623	3.731183	4.449561	3.57289	2.776104	4.465322	3.488001	4.047015	3.056584	4.141596	3.298658	3.943921	4.599913	3.628774	2.998196	4.783457	5.001802	3.805292	4.691534	4.243364	3.830864	3.464668	4.399171	3.427606	3.084064	3.795975	3.636915	3.203201	3.761285	3.790772	3.209453	4.553975	3.669027	4.196922	5.054848	3.166715	4.987321	4.022368	4.002703	3.705978	3.419539	4.097611	3.656496	2.709291	4.181898	4.786596	4.023255	4.373648	3.514753	3.187451	4.039138
ENSG00000155660	6.158458	4.69933	4.938286	3.349082	5.284292	3.189034	5.505256	6.009213	5.301588	5.597233	4.522935	3.798051	5.364572	4.01078	5.088311	2.87578	5.479295	4.326969	6.496335	5.425929	4.712596	4.042644	5.236875	6.021924	3.975447	5.689858	5.063934	4.022368	4.409391	6.218781	5.466953	3.745237	5.61471	5.900625	4.238023	6.003152	5.682011	4.137504	5.545351	4.657068	4.92077	5.545042	3.72465	5.566206	5.173527	5.477677	4.743084	4.181898	5.001802	5.072535	3.881665	5.029895	4.433627	3.334854	4.377124	5.796234	4.344828	5.360715
ENSG00000103326	4.286881	3.488001	3.565597	3.986411	3.857981	2.521051	3.495695	3.450221	3.200065	3.818646	3.460743	3.691534	4.024142	4.193772	4.040892	2.438293	3.963474	3.830864	4.154616	4.415488	3.85599	3.389567	4.248687	2.957915	3.201634	2.424922	2.636915	3.047887	2.916477	4.586164	4.262283	3.469886	4.434295	4.161888	3.444932	4.336283	4.224966	3.681449	4.290572	3.911692	3.666757	4.377818	2.990955	4.375039	3.676944	3.766595	3.324811	3.447579	3.606442	3.931683	3	3.766595	3.304511	4.061776	3.561937	2.85599	3.509696	2.673556
ENSG00000113597	3.553361	3.463361	3.012569	3.378512	3.111031	3.102658	3.737687	3.913608	3.636915	3.519793	3.378512	3.163499	3.958843	3.66562	3.415488	3.246408	3.161888	3.289834	2.782409	3.738768	3.068671	2.733354	3.629939	3.903038	3.811471	3.280956	4.195348	3.65306	3.451541	3.436961	3.354734	3.012569	3.314697	2.944858	2.849999	2.748461	3.228049	3.475085	3.85997	3.81455	3.577731	3.784504	3.489286	3.793896	3.89724	3.62293	4.213347	4.012569	3.628774	3.75809	3.972693	3.263034	3.249445	3.641546	3.587365	2.662205	3.247928	3.485427
ENSG00000114867	8.349834	7.286327	7.947082	7.473219	7.969358	6.785289	7.748864	8.262424	7.829342	8.628846	8.242793	7.26922	8.312157	7.840023	7.879951	6.870858	7.759622	7.379552	8.311612	8.172678	7.284014	7.67941	8.330021	8.557655	7.212764	8.545582	7.101923	6.922436	6.762615	8.308794	8.08316	7.665549	7.664981	8.251719	7.282718	8.378945	7.531849	7.281606	7.708325	7.780113	7.981967	8.141136	7.680535	8.164203	8.242936	7.35808	7.665904	7.341452	8.117695	8.043519	7.41819	8.137401	7.976077	7.361154	7.950585	8.498849	7.543496	8.505057
ENSG00000129197	4.032101	3.399171	2.847997	3.390943	3.372952	2.807355	2.662205	2.954196	2.361768	2.07382	2.111031	2.825786	3.0268	3.436961	3.791814	2.541019	2.757023	3.224966	2.604071	3.280956	3.15866	3.182692	3.307429	3.448901	2.857981	3.165108	3.286881	3.543496	2.9241	2.375735	2.735522	2.70044	2.629939	2.646163	2.510962	2.702658	2.901108	3.458119	2.582556	3.269033	2.737687	2.266037	3.38819	2.611172	2.735522	2.792855	3.109361	3.440952	2.720278	3.01614	3.618239	2.669027	2.664483	2.871844	3.209453	3.400538	3.200065	3.788686
ENSG00000184083	3.121015	1.803227	1.339137	2.456806	2.094236	1.344828	2.153805	0.910733	1.695994	2.548437	0.879706	2.157044	1.989139	2.500802	2.599318	1.613532	1.831877	2.039138	2.157044	2.127633	2.545968	1.744161	2.467279	1.516015	1.944858	0.485427	1.726831	2.333424	1.925999	2.341986	1.555816	2.007196	2.316146	2.01078	1.565597	1.967169	2.356144	2.124328	2.931683	2.266037	1.464668	1.321928	2.516015	1.541019	2.238787	2.084064	1.851999	1.978196	2.087463	1.718088	2.104337	1.432959	1.691534	1.298658	1.956057	2.643856	1.575312	2.333424
ENSG00000184985	0.641546	1.480265	3.051372	0.650765	1.275007	1.505891	1.31034	1.475085	0.863938	1.731183	2.837943	1.731183	2.144046	1.867896	2.176323	1.250962	2.970854	1.526069	0.632268	2.965323	2.78031	1.655352	3.414136	1.014355	0.495695	0.879706	1.469886	1.226509	2.316146	3.273516	3.65306	1.389567	2.972693	1.632268	2.025029	0.659925	1.835924	0.910733	2.087463	2.411426	2.313246	2.538538	1.459432	2.594549	3.196922	2.765535	2.02148	2.107688	1.333424	1.541019	1.163499	1.765535	2.330558	0.669027	1.843984	1.627607	1.448901	0.31034
ENSG00000197646	1.41684	1.722466	2.014355	1.372952	2.893362	1.104337	2.809414	2.877744	2.381283	3.127633	1.599318	0.757023	2.857981	1.443607	3.243364	0.910733	2.408712	0.933573	2.097611	3.861955	2.381283	1.298658	3.411426	2.720278	0.879706	1.02148	3.428946	2.01078	2.435629	3.301588	2.531069	1.316146	3.134221	1.914565	1.910733	2.084064	2.201634	1.49057	2.718088	1.744161	2.104337	2.185867	1.541019	1.678072	5.369466	5.043082	3.885574	2.801159	5.334497	2.127633	1.41684	2.976364	3.195348	1.378512	1.664483	1.761285	1.555816	1.427606
ENSG00000274276	2.627607	0	0.918386	0.214125	0.226509	0.344828	0.344828	1.238787	0.333424	0.632268	0	0.124328	0	0.659925	1.790772	0.163499	0.722466	1.659925	1.914565	0.782409	0.464668	0.298658	1.144046	0.298658	0.097611	1.38405	0	0.111031	0.084064	0	0.641546	0.286881	1.104337	0.948601	1.695994	0	0	0.62293	1.189034	0.956057	0.641546	0.613532	0.505891	0.321928	0	0	0.432959	0.275007	0.263034	0.056584	0.367371	0.111031	0.918386	0.422233	0.176323	2.378512	0.659925	1.339137
ENSG00000072571	3.292782	2.280956	1.739848	0.378512	1.778209	0.739848	3.538538	3.482848	2.22033	2.090853	1.713696	0.948601	2.456806	1.454176	2.568032	0.970854	2.080658	1.014355	3.70044	3.596935	0.669027	1.664483	3.145677	3.476382	1.641546	2.987321	4.061776	2.007196	3.704872	3.174726	2.198494	0.765535	2.032101	3.198494	0.992768	3.206331	4.935931	2.698218	4.754888	2.691534	3.491853	3.956986	2.253989	4.207893	4.189034	4.296457	3.664483	2.950468	3.464668	3.097611	2.440952	3.18428	3.647315	0.704872	3.18428	2.049631	1.956057	1.400538
ENSG00000196468	0	0	0	0.084064	0	0	0	0.097611	0	0.367371	0	0	0	0	0.263034	0	0.084064	0.070389	0	0.176323	0.594549	0	0.333424	0.084064	0	0	0	0	0	0	0	0	0	0	0	0	0.400538	0.084064	0	0	0	0	0.084064	0	0	0	0.097611	0.163499	0	0	0	0	0	0.084064	0	0	0	0
ENSG00000183077	3.049631	2.950468	2.93546	2.693766	2.321928	2.056584	2.845992	2.989139	2.883621	3.276497	2.480265	2.207893	2.906891	2.548437	2.157044	2.485427	2.592158	3.337711	3.32625	3.075533	3.012569	2.31034	3.200065	2.881665	2.211012	3.674687	3.298658	2.06695	2.080658	3.232661	3.237258	2.65764	2.916477	3.223423	2.257011	3.132577	3.570463	3.033863	3.401903	2.786596	2.397803	2.350497	2.582556	2.528571	2.78031	2.467279	2.198494	2.533563	2.226509	1.903038	2.673556	2.446256	2.513491	1.695994	2.82985	3.762349	2.927896	3.463361
ENSG00000121871	0.250962	0.485427	0	0.475085	0.028569	0.238787	0	0	0	0	0	0.084064	0	1.989139	0	0.9855	0	0.084064	0	0	0.15056	0.056584	0.070389	0	0	0	0.028569	0.028569	0	0	0	1.226509	0.028569	0	0.250962	0	0	0	0	0	0	0	0.823749	0.028569	0	0	0	0.163499	0	0	0.137504	0	0	0.432959	0	0.028569	0.084064	0.028569
ENSG00000108684	0.042644	0	0	0.321928	0	0	0	0	0	0.056584	0.137504	0	0.042644	0.111031	0.137504	0	0	0	0	0.084064	0.042644	0	0.226509	0	0.084064	0	0.042644	0.042644	0.042644	0	0.070389	0.028569	0.042644	0	0.028569	0.042644	1.344828	0	0.15056	0	0	0	0	0.028569	0	0	0	0.111031	0	0	0	0	0	0	0.042644	0.042644	0	0
ENSG00000204147	1.744161	1.761285	1.739848	1.570463	2	1.049631	1.914565	1.807355	1.480265	1.883621	1.510962	1.280956	2.114367	1.655352	1.87578	1.137504	1.713696	1.726831	1.996389	2.070389	1.238787	1.189034	2.007196	1.765535	1.411426	1.627607	2.01078	1.735522	1.570463	2.134221	1.883621	1.400538	1.761285	1.722466	1.269033	1.83996	1.257011	1.560715	1.863938	1.815575	1.613532	1.505891	1.790772	1.735522	2.124328	1.807355	1.757023	1.899176	2.025029	2.049631	1.782409	1.819668	1.659925	1.137504	2.134221	1.722466	1.510962	1.739848
ENSG00000131023	4.260778	3.901108	4.412782	4.064366	4.551516	3.604071	4.522935	4.286881	4.275007	4.234961	3.672425	3.261531	4.242603	4.212569	4.623516	3.729009	4.506526	3.869871	4.165108	4.55888	4.324091	3.969012	4.684819	4.485427	3.691534	4.148121	4.577127	4.316146	3.85997	4.406673	4.813525	4.027685	4.599913	4.363872	3.957915	4.38405	4.754888	4.207112	4.793376	4.321207	4.084064	4.698218	4.263034	5.023255	4.321928	4.502076	4.484138	4.256256	4.320485	3.964399	3.998196	3.969012	3.849999	3.969012	3.937344	4.82324	4.040016	4.761285
ENSG00000163421	0.356144	1.952334	0	0.137504	0.516015	0.545968	0	0.298658	0.722466	0.704872	1.655352	0.782409	4.318317	0.298658	0.298658	0.432959	0.176323	1.257011	0.189034	0.933573	0.344828	0.443607	0.422233	3.165108	0.263034	1.863938	1.531069	1.427606	0.687061	0.084064	0.111031	0.298658	0.356144	1.952334	1.475085	1.443607	1.400538	0.411426	0.790772	0.263034	0.757023	1.704872	0.137504	0.432959	0.084064	0.163499	0	0.389567	1.443607	0.925999	0.15056	1.049631	0.555816	4.555816	1.918386	0.344828	1.195348	0.933573
ENSG00000111790	4.849499	4.659925	4.814038	4.509696	5.221104	4.473137	4.765535	5.578335	5.316146	5.390943	3.261531	4.396434	4.603478	4.637494	5.226123	4.422233	5.100978	4.563158	5.157044	5.415488	5.035624	4.55888	5.411087	5.184677	4.489928	4.787119	5.336283	4.987321	4.521679	4.95745	5.263034	4.771357	5.046142	5.735793	4.809929	5.35931	5.320846	5.103917	5.233428	5.06953	4.746313	5.088735	4.842979	4.894818	4.941576	5.649615	5.07596	5.257388	4.858478	4.472488	4.615887	4.684258	5.439956	5.060047	5.277613	4.522935	4.773469	4.31252
ENSG00000038210	2.687061	3.87578	3.250962	3.166715	3.561937	2.510962	3.532317	4.129283	3.365972	3.905928	3.072106	2.989139	3.72792	3.755956	3.252476	2.446256	3.231125	3.725741	3.494416	4.01614	3.344828	3.382667	4.15866	4.130107	3.512227	4.101818	4.428946	3.930737	4.111031	3.772941	3.403268	3.037382	3.161888	3.611172	2.257011	3.633431	4.031219	3.496974	4.477677	3.738768	4.014355	4.33985	3.536053	4.308885	4.626439	4.169925	4.135863	3.840967	4.408032	4.50462	3.64039	4.482848	3.921246	3.940167	4.169123	2.748461	3.395063	2.731183
ENSG00000100852	5.597233	5.574102	5.963936	4.780835	5.744161	4.539159	5.417515	5.572587	5.258142	6.143638	4.69655	5.289834	4.921246	5.18428	5.484138	5.075533	6.329841	5.666757	6.176722	5.29609	4.752213	6.211012	5.341274	5.954429	6.431456	6.435295	6.170927	6.148324	6.06048	5.236875	5.344828	5.67779	4.768184	5.578335	4.593354	5.475085	5.634012	6.586615	5.931447	6.064797	5.992768	5.764474	6.046797	5.723012	5.87848	5.33985	6.110405	5.423578	5.62527	5.736064	6.263034	5.662775	5.84147	5.729281	6.078738	5.343763	6.019702	5.44824
ENSG00000110583	2.477677	2.321928	2.65764	1.62293	2.833902	1.367371	2.704872	2.477677	2.330558	2.372952	1.589763	1.83996	2.510962	1.659925	2.739848	1.280956	2.31034	2.238787	2.358959	3.053111	2.02148	2.587365	2.906891	2.353323	1.914565	2.182692	2.277985	1.641546	1.803227	2.853996	2.500802	1.914565	2.698218	2.592158	1.695994	2.731183	2.662205	2.941106	2.260026	2.361768	2.160275	2.307429	2.313246	2.253989	2.169925	2.695994	2.65306	1.831877	1.891419	1.713696	2.173127	2.107688	2.238787	1.104337	2.01078	2.214125	2.15056	2.025029
ENSG00000115556	1.232661	1.480265	2.493135	2.742006	2.179511	2.744161	2.568032	2.910733	1.22033	2.809414	1.735522	1.232661	2.809414	1.887525	2.272023	2.748461	2.260026	1.097611	1.811471	1.891419	1.232661	2.618239	1.918386	1.090853	0.85599	1.124328	4.01614	2.498251	2.65306	2.857981	1.007196	2.889474	2.698218	2.908813	2.533563	3.037382	0.978196	2.211012	1.604071	1.815575	1.910733	2.533563	2.198494	2.980025	3.058316	2.124328	1.226509	1.422233	2.493135	1.981853	1.87578	1.967169	1.526069	1.214125	1.713696	1.367371	2.111031	2.007196
ENSG00000070193	0.201634	1.650765	0.056584	1.130931	0.201634	1.531069	0.505891	0.333424	0	0.070389	0.163499	1.41684	0.584963	1	0.879706	1.899176	0.344828	1.111031	0.070389	0.250962	2.424922	1.584963	0.137504	0.887525	0.176323	0	0.263034	1.604071	0.226509	0.056584	0	2.077243	1.226509	0	2.430285	0	0.475085	1.163499	0	0.85599	0.286881	0	1.85599	0.111031	0	0.9855	0	2.726831	0	0	2.877744	0	0.056584	2.063503	0.275007	1.400538	1.761285	1.280956
ENSG00000143167	0	0.097611	0.056584	0	0.056584	0	0.111031	0.111031	0.298658	0.056584	0	0.042644	0	0.097611	0.505891	0.226509	0.056584	0	0	0.056584	0	0	0.584963	0	0	0	0	0	0	0.084064	0.042644	0.042644	0.485427	0	0	0	0	0.31034	0	0.163499	0	0.056584	0.056584	0	0.056584	0.286881	0.056584	0.056584	0	0.042644	0	0	0	0.056584	0.056584	0	0	0
ENSG00000162885	4.032982	3.746313	3.261531	4.385431	3.638074	3.198494	3.773996	3.805292	2.9241	3.705978	3.294253	3.806324	4.193772	3.364572	4.099295	3.563158	3.757023	3.415488	5.034304	3.845992	3.331992	3.393691	3.647315	3.809414	3.650765	3.740928	3.663345	3.450221	3.558268	4.190615	4.208673	3.196922	3.95977	3.238787	2.873813	3.713696	4.207112	3.83289	4.397118	3.8885	3.598127	4.124328	4.049631	3.867896	4.098453	3.768714	3.88655	3.558268	3.927896	3.428946	3.642702	3.950468	3.559492	3.168321	3.65306	4.165912	3.648465	3.850999
ENSG00000105246	0.613532	0.863938	1.232661	0.516015	1.739848	0.189034	0.545968	1.014355	1.636915	0.704872	0.604071	0.411426	1.560715	0.799087	2.01078	0.226509	1.531069	1.02148	0.250962	1.9855	1.646163	0.516015	1.395063	0.344828	0.111031	0.847997	0.659925	0.659925	0.214125	0.925999	1.269033	0.176323	1.618239	0.722466	1.042644	0.604071	0.454176	0.555816	0.815575	0.485427	0.748461	0.526069	0	0.286881	0.411426	1.014355	1.356144	0.678072	1.454176	1.195348	0	1.097611	0.83996	0.526069	0.575312	0.632268	0.678072	0.604071
ENSG00000256762	0	0	0	0.389567	0.443607	0	0	0	0	0	0	0.31034	0	0.933573	0.454176	0.286881	0.422233	0.925999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31034	0.356144	0	0	0	0	0	0	0	0	0	0	0.344828	0	0	0	0.400538	0	0	0	0	0	0	0	0.422233	0.411426	0
ENSG00000204962	0	0.097611	0.111031	0.056584	0.084064	0.084064	0	0	0.056584	0	0.014355	0	0.070389	0.111031	0.084064	0.042644	0.056584	0.070389	0	0	0.056584	0.042644	0	0	0	0	0	0	0	0.042644	0	0.056584	0	0	0.111031	0	0	0.111031	0	0.042644	0.070389	0	0.137504	0	0	0.275007	0	0.097611	0.097611	0.275007	0.298658	0	0.042644	0	0	0	0.124328	0
ENSG00000153563	0.782409	1.275007	1.339137	0.669027	2.989139	0.918386	1.863938	1.214125	2.324811	1.981853	0.632268	0.992768	1.718088	2.02148	2.863938	1.298658	1.669027	1.292782	0.62293	3.269033	1.480265	1.454176	3.521051	1.422233	0.411426	0.432959	2.344828	1.15056	1.599318	2.313246	1.691534	1.195348	2.978196	1.269033	1.356144	1.028569	1.443607	2.192194	2.207893	2.480265	1.761285	1.443607	1.769772	0.250962	1.650765	3.320485	2.364572	3.100978	2.873813	2.618239	1.580145	1.918386	1.201634	1.996389	1.464668	0.739848	2.157044	0.748461
ENSG00000174106	3.748461	3.393691	3.768714	3.620586	3.75809	2.664483	3.611172	4.123501	4.006298	4.221877	3.07382	3.160275	3.602884	3.997292	4.130931	2.786596	3.725741	3.516015	3.732269	3.896272	3.739848	3.201634	3.990955	3.937344	3.528571	3.656496	3.9241	3.921246	3.889474	3.687061	4.292045	3.223423	3.868884	4.130931	3.037382	4.354029	4.41819	3.701549	4.593951	4.096768	3.752749	3.50716	3.596935	3.633431	4.102658	4.145677	4.195348	3.654206	4.047015	3.454176	3.488001	3.608809	4.104337	3.904002	4.046142	4.160275	3.78136	4.139961
ENSG00000186792	1.427606	0.748461	1.604071	1.769772	1.655352	1.157044	1.344828	1.201634	1.757023	0.963474	0.565597	1.443607	0.879706	1.851999	2.464668	1.117695	1.550901	1.459432	3.200065	1.526069	1.516015	2.017922	2.260026	0.992768	1.070389	0.815575	0.863938	0.765535	1.077243	1.316146	0.831877	1.41684	1.316146	1.613532	1.063503	1.794936	1.584963	1.811471	1.555816	1.847997	1.992768	1.344828	1.83996	1.49057	1.584963	1.214125	1.214125	1.687061	0.687061	2.560715	1.811471	2.788686	0.887525	1.531069	1.372952	2.137504	2.02148	2.185867
ENSG00000005469	3.819668	3.590961	4.014355	4.089159	3.800123	3.339137	4.059182	3.675816	3.344828	3.772941	4.351204	3.641546	4.828327	3.932628	4.308157	2.675816	3.766595	3.477677	3.137504	3.844988	3.330558	4.665052	4.14323	2.863938	4.602884	2.582556	4.482203	4.733897	3.97728	3.526069	4.100978	4.0268	3.471187	2.748461	2.620586	2.805292	2.553361	4.882154	3.24184	4.755422	3.678072	3.545968	4.868884	3.973611	3.446256	3.673556	4.234195	4.174726	3.386811	3.363171	4.539779	3.0268	3.152183	2.558268	3.420887	3.788686	4.521679	3.927896
ENSG00000185507	4.01614	4.102658	3.080658	2.797013	5.213736	2.392317	4.50716	4.013462	4.133399	5.124328	3.153805	2.765535	4.564988	2.879706	5.228819	2.330558	4.429616	2.807355	3.397803	5.403949	3.152183	2.533563	5.119771	1.992768	2.400538	1.641546	3.576522	2.121015	2.853996	4.071248	4.185074	2.739848	4.579542	4.72465	3.135863	4.801676	4.920293	3.291309	4.596339	4.428276	3.95977	3.15056	2.901108	2.776104	3.124328	3.609991	3.923149	3.906891	4.399855	4.956986	2.952334	5.180307	4.154616	4.8212	4.114367	2.584963	2.978196	2.077243
